relative_path,char,roman_label,frames,is_cropped,signer,type
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_DA_to_DHA.npz,ढ,trans_DA_to_DHA,31,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\DHA_1398_1446.npz,ढ,DHA,49,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_DHA_to_NA.npz,ण,trans_DHA_to_NA,22,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\NA_1469_1536.npz,ण,NA,68,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_NA_to_TAA.npz,त,trans_NA_to_TAA,31,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\TAA_1568_1620.npz,त,TAA,53,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_TAA_to_THAA.npz,थ,trans_TAA_to_THAA,27,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\THAA_1648_1708.npz,थ,THAA,61,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_THAA_to_DAA.npz,द,trans_THAA_to_DAA,28,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\DAA_1737_1793.npz,द,DAA,57,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_DAA_to_DHAA.npz,ध,trans_DAA_to_DHAA,17,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\DHAA_1811_1886.npz,ध,DHAA,76,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_DHAA_to_NAA.npz,न,trans_DHAA_to_NAA,21,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\NAA_1908_1958.npz,न,NAA,51,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_NAA_to_PA.npz,प,trans_NAA_to_PA,40,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\PA_1999_2066.npz,प,PA,68,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_PA_to_PHA.npz,फ,trans_PA_to_PHA,31,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\PHA_2098_2162.npz,फ,PHA,65,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_PHA_to_BA.npz,ब,trans_PHA_to_BA,35,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\BA_2198_2267.npz,ब,BA,70,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_BA_to_BHA.npz,भ,trans_BA_to_BHA,17,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\BHA_2285_2341.npz,भ,BHA,57,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_BHA_to_MA.npz,म,trans_BHA_to_MA,39,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\MA_2381_2431.npz,म,MA,51,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_MA_to_YA.npz,य,trans_MA_to_YA,25,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\YA_2457_2513.npz,य,YA,57,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_YA_to_RA.npz,र,trans_YA_to_RA,20,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\RA_2534_2608.npz,र,RA,75,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_RA_to_LA.npz,ल,trans_RA_to_LA,24,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\LA_2633_2704.npz,ल,LA,72,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_LA_to_WA.npz,व,trans_LA_to_WA,34,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\WA_2739_2798.npz,व,WA,60,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_WA_to_T_SHA.npz,श,trans_WA_to_T_SHA,18,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\T_SHA_2817_2879.npz,श,T_SHA,63,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_T_SHA_to_M_SHA.npz,ष,trans_T_SHA_to_M_SHA,20,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\M_SHA_2900_3006.npz,ष,M_SHA,107,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_M_SHA_to_D_SHA.npz,स,trans_M_SHA_to_D_SHA,33,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\D_SHA_3040_3111.npz,स,D_SHA,72,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_D_SHA_to_HA.npz,ह,trans_D_SHA_to_HA,30,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\HA_3142_3227.npz,ह,HA,86,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_HA_to_KSHA.npz,क्ष,trans_HA_to_KSHA,16,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\KSHA_3244_3311.npz,क्ष,KSHA,68,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_KSHA_to_TRA.npz,त्र,trans_KSHA_to_TRA,25,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\TRA_3337_3387.npz,त्र,TRA,51,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_TRA_to_GYA.npz,ज्ञ,trans_TRA_to_GYA,28,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\GYA_3416_3474.npz,ज्ञ,GYA,59,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\KA_22_104.npz,क,KA,83,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_KA_to_KHA.npz,ख,trans_KA_to_KHA,21,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\KHA_126_194.npz,ख,KHA,69,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_KHA_to_GA.npz,ग,trans_KHA_to_GA,30,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\GA_225_280.npz,ग,GA,56,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_GA_to_GHA.npz,घ,trans_GA_to_GHA,23,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\GHA_304_383.npz,घ,GHA,80,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_GHA_to_NGA.npz,ङ,trans_GHA_to_NGA,22,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\NGA_406_473.npz,ङ,NGA,68,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_NGA_to_CHA.npz,च,trans_NGA_to_CHA,22,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\CHA_496_552.npz,च,CHA,57,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_CHA_to_CHHA.npz,छ,trans_CHA_to_CHHA,26,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\CHHA_579_648.npz,छ,CHHA,70,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_CHHA_to_JA.npz,ज,trans_CHHA_to_JA,30,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\JA_679_742.npz,ज,JA,64,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_JA_to_JHA.npz,झ,trans_JA_to_JHA,22,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\JHA_765_818.npz,झ,JHA,54,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_JHA_to_YAN.npz,ञ,trans_JHA_to_YAN,19,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\YAN_838_904.npz,ञ,YAN,67,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_YAN_to_TA.npz,ट,trans_YAN_to_TA,27,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\TA_932_1015.npz,ट,TA,84,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_TA_to_THA.npz,ठ,trans_TA_to_THA,17,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\THA_1033_1105.npz,ठ,THA,73,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_THA_to_DA.npz,ड,trans_THA_to_DA,36,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\DA_1142_1208.npz,ड,DA,67,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_DA_to_DHA.npz,ढ,trans_DA_to_DHA,28,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\DHA_1237_1303.npz,ढ,DHA,67,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_DHA_to_NA.npz,ण,trans_DHA_to_NA,27,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\NA_1331_1389.npz,ण,NA,59,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_NA_to_TAA.npz,त,trans_NA_to_TAA,27,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\TAA_1417_1466.npz,त,TAA,50,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_TAA_to_THAA.npz,थ,trans_TAA_to_THAA,31,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\THAA_1498_1569.npz,थ,THAA,72,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_THAA_to_DAA.npz,द,trans_THAA_to_DAA,17,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\DAA_1587_1646.npz,द,DAA,60,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_DAA_to_DHAA.npz,ध,trans_DAA_to_DHAA,21,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\DHAA_1668_1732.npz,ध,DHAA,65,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_DHAA_to_NAA.npz,न,trans_DHAA_to_NAA,20,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\NAA_1753_1827.npz,न,NAA,75,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_NAA_to_PA.npz,प,trans_NAA_to_PA,27,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\PA_1855_1924.npz,प,PA,70,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_PA_to_PHA.npz,फ,trans_PA_to_PHA,25,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\PHA_1950_2009.npz,फ,PHA,60,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_PHA_to_BA.npz,ब,trans_PHA_to_BA,36,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\BA_2046_2106.npz,ब,BA,61,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_BA_to_BHA.npz,भ,trans_BA_to_BHA,27,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\BHA_2134_2183.npz,भ,BHA,50,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_BHA_to_MA.npz,म,trans_BHA_to_MA,33,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\MA_2217_2268.npz,म,MA,52,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_MA_to_YA.npz,य,trans_MA_to_YA,20,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\YA_2289_2356.npz,य,YA,68,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_YA_to_RA.npz,र,trans_YA_to_RA,25,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\RA_2382_2440.npz,र,RA,59,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_RA_to_LA.npz,ल,trans_RA_to_LA,20,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\LA_2461_2530.npz,ल,LA,70,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_LA_to_WA.npz,व,trans_LA_to_WA,25,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\WA_2556_2616.npz,व,WA,61,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_WA_to_T_SHA.npz,श,trans_WA_to_T_SHA,23,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\T_SHA_2640_2699.npz,श,T_SHA,60,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_T_SHA_to_M_SHA.npz,ष,trans_T_SHA_to_M_SHA,27,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\M_SHA_2727_2792.npz,ष,M_SHA,66,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_M_SHA_to_D_SHA.npz,स,trans_M_SHA_to_D_SHA,22,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\D_SHA_2815_2883.npz,स,D_SHA,69,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_D_SHA_to_HA.npz,ह,trans_D_SHA_to_HA,15,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\HA_2899_2968.npz,ह,HA,70,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_HA_to_KSHA.npz,क्ष,trans_HA_to_KSHA,19,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\KSHA_2988_3045.npz,क्ष,KSHA,58,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_KSHA_to_TRA.npz,त्र,trans_KSHA_to_TRA,21,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\TRA_3067_3111.npz,त्र,TRA,45,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\trans_TRA_to_GYA.npz,ज्ञ,trans_TRA_to_GYA,22,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_RealWorld_2\GYA_3134_3177.npz,ज्ञ,GYA,44,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\KA_428_492.npz,क,KA,65,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_KA_to_KHA.npz,ख,trans_KA_to_KHA,22,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\KHA_515_563.npz,ख,KHA,49,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_KHA_to_GA.npz,ग,trans_KHA_to_GA,30,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\GA_594_634.npz,ग,GA,41,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_GA_to_GHA.npz,घ,trans_GA_to_GHA,16,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\GHA_651_714.npz,घ,GHA,64,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_GHA_to_NGA.npz,ङ,trans_GHA_to_NGA,31,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\NGA_746_793.npz,ङ,NGA,48,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_NGA_to_CHA.npz,च,trans_NGA_to_CHA,23,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\CHA_817_863.npz,च,CHA,47,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_CHA_to_CHHA.npz,छ,trans_CHA_to_CHHA,31,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\CHHA_895_941.npz,छ,CHHA,47,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_CHHA_to_JA.npz,ज,trans_CHHA_to_JA,20,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\JA_962_1018.npz,ज,JA,57,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_JA_to_JHA.npz,झ,trans_JA_to_JHA,25,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\JHA_1044_1084.npz,झ,JHA,41,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_JHA_to_YAN.npz,ञ,trans_JHA_to_YAN,17,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\YAN_1102_1162.npz,ञ,YAN,61,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_YAN_to_TA.npz,ट,trans_YAN_to_TA,18,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\TA_1181_1249.npz,ट,TA,69,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_TA_to_THA.npz,ठ,trans_TA_to_THA,25,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\THA_1275_1326.npz,ठ,THA,52,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_THA_to_DA.npz,ड,trans_THA_to_DA,20,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\DA_1347_1407.npz,ड,DA,61,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_DA_to_DHA.npz,ढ,trans_DA_to_DHA,36,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\DHA_1444_1490.npz,ढ,DHA,47,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_DHA_to_NA.npz,ण,trans_DHA_to_NA,23,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\NA_1514_1563.npz,ण,NA,50,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_NA_to_TAA.npz,त,trans_NA_to_TAA,22,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\TAA_1586_1626.npz,त,TAA,41,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_TAA_to_THAA.npz,थ,trans_TAA_to_THAA,29,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\THAA_1656_1712.npz,थ,THAA,57,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_THAA_to_DAA.npz,द,trans_THAA_to_DAA,10,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\DAA_1723_1774.npz,द,DAA,52,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_DAA_to_DHAA.npz,ध,trans_DAA_to_DHAA,18,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\DHAA_1793_1849.npz,ध,DHAA,57,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_DHAA_to_NAA.npz,न,trans_DHAA_to_NAA,24,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\NAA_1874_1925.npz,न,NAA,52,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_NAA_to_PA.npz,प,trans_NAA_to_PA,28,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\PA_1954_2000.npz,प,PA,47,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_PA_to_PHA.npz,फ,trans_PA_to_PHA,30,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\PHA_2031_2078.npz,फ,PHA,48,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_PHA_to_BA.npz,ब,trans_PHA_to_BA,33,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\BA_2112_2160.npz,ब,BA,49,False,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\trans_BA_to_BHA.npz,भ,trans_BA_to_BHA,25,False,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Real_World\S3_all_Consonant_Real_World_1\BHA_2186_2228.npz,भ,BHA,43,False,S3,sign
